(80 / 47)*x^0 + (-76 / 1)*x^1 + (-91 / 1)*x^2  := (-0.856990855177487, 0.021826020012651784)
(29 / 25)*x^0 + (-50 / 1)*x^1 + (-35 / 1)*x^2 + (-96 / 1)*x^3 + (-41 / 59)*x^4 + (2 / 41)*x^5 + (-30 / 13)*x^6 + (75 / 1)*x^7 + (-51 / 59)*x^8 + (100 / 91)*x^9 + (-24 / 1)*x^10 + (75 / 1)*x^11 + (17 / 11)*x^12  := []
(32 / 1)*x^0 + (37 / 1)*x^1 + (48 / 1)*x^2 + (27 / 1)*x^3 + (64 / 1)*x^4  := []
(-10 / 79)*x^0 + (-43 / 94)*x^1 + (-57 / 1)*x^2  := ((-0.0040126913027249-0.04695359449761115j), (-0.004012691302724894+0.04695359449761115j))
(-9 / 5)*x^0 + (-64 / 1)*x^1 + (-32 / 1)*x^2 + (19 / 1)*x^3 + (73 / 74)*x^4 + (-20 / 1)*x^5 + (13 / 1)*x^6 + (3 / 1)*x^7 + (-94 / 59)*x^8 + (49 / 50)*x^9 + (-87 / 1)*x^10 + (-54 / 1)*x^11  := []
(-55 / 4)*x^0 + (-43 / 44)*x^1 + (13 / 1)*x^2 + (-34 / 1)*x^3 + (-80 / 1)*x^4 + (5 / 3)*x^5 + (62 / 1)*x^6 + (-34 / 1)*x^7 + (-64 / 1)*x^8 + (-5 / 11)*x^9 + (-97 / 1)*x^10 + (-2 / 1)*x^11 + (-80 / 1)*x^12 + (82 / 1)*x^13  := []
(-98 / 1)*x^0 + (3 / 43)*x^1 + (-51 / 1)*x^2 + (49 / 41)*x^3 + (90 / 1)*x^4 + (47 / 1)*x^5 + (29 / 77)*x^6 + (13 / 2)*x^7 + (-52 / 53)*x^8 + (87 / 2)*x^9 + (-13 / 38)*x^10 + (20 / 1)*x^11 + (-95 / 6)*x^12 + (-1 / 5)*x^13 + (-75 / 1)*x^14 + (69 / 85)*x^15  := []
(55 / 29)*x^0 + (7 / 1)*x^1 + (-19 / 1)*x^2 + (12 / 65)*x^3 + (-34 / 83)*x^4 + (77 / 1)*x^5 + (-46 / 39)*x^6  := []
(-31 / 1)*x^0 + (-31 / 1)*x^1 + (-91 / 1)*x^2 + (-88 / 1)*x^3 + (78 / 1)*x^4  := []
(50 / 49)*x^0 + (4 / 1)*x^1 + (90 / 1)*x^2 + (7 / 1)*x^3 + (21 / 31)*x^4 + (-3 / 1)*x^5 + (38 / 1)*x^6 + (75 / 1)*x^7 + (46 / 1)*x^8 + (51 / 92)*x^9 + (2 / 1)*x^10 + (18 / 1)*x^11 + (-67 / 57)*x^12 + (74 / 19)*x^13 + (81 / 1)*x^14 + (-42 / 1)*x^15  := []
(93 / 1)*x^0 + (-39 / 23)*x^1 + (40 / 21)*x^2 + (61 / 98)*x^3 + (38 / 1)*x^4 + (-10 / 1)*x^5 + (-10 / 9)*x^6 + (25 / 11)*x^7 + (23 / 16)*x^8 + (41 / 1)*x^9 + (-72 / 1)*x^10  := []
(-63 / 1)*x^0 + (-95 / 17)*x^1 + (-68 / 1)*x^2 + (-19 / 24)*x^3 + (-65 / 79)*x^4 + (39 / 7)*x^5 + (-8 / 11)*x^6 + (19 / 1)*x^7 + (8 / 21)*x^8 + (-87 / 1)*x^9 + (23 / 29)*x^10 + (73 / 1)*x^11  := []
(-37 / 1)*x^0 + (-77 / 1)*x^1 + (76 / 1)*x^2  := (1.368822726806728, -0.35566483206988575)
(-62 / 1)*x^0 + (83 / 1)*x^1 + (46 / 1)*x^2 + (98 / 1)*x^3 + (29 / 60)*x^4 + (32 / 1)*x^5 + (-43 / 50)*x^6 + (-5 / 23)*x^7 + (5 / 26)*x^8 + (-28 / 1)*x^9 + (28 / 97)*x^10 + (37 / 8)*x^11 + (79 / 60)*x^12 + (-48 / 67)*x^13 + (-13 / 1)*x^14 + (-3 / 1)*x^15 + (-7 / 1)*x^16 + (-76 / 1)*x^17 + (-97 / 1)*x^18  := []
(-43 / 26)*x^0 + (22 / 1)*x^1 + (45 / 82)*x^2 + (76 / 1)*x^3 + (-22 / 1)*x^4 + (-37 / 1)*x^5 + (-3 / 10)*x^6 + (-63 / 1)*x^7 + (11 / 1)*x^8 + (0 / 1)*x^9 + (-14 / 1)*x^10 + (94 / 1)*x^11 + (49 / 1)*x^12 + (-58 / 9)*x^13 + (-6 / 1)*x^14 + (50 / 1)*x^15 + (57 / 1)*x^16 + (-99 / 1)*x^17 + (-58 / 1)*x^18  := []
(-7 / 3)*x^0 + (14 / 55)*x^1 + (82 / 1)*x^2 + (-100 / 73)*x^3 + (37 / 1)*x^4 + (30 / 1)*x^5  := []
(-88 / 1)*x^0 + (22 / 3)*x^1 + (-7 / 66)*x^2 + (-65 / 1)*x^3 + (72 / 43)*x^4 + (25 / 1)*x^5 + (90 / 1)*x^6 + (48 / 1)*x^7 + (4 / 1)*x^8 + (-10 / 1)*x^9 + (37 / 89)*x^10 + (1 / 12)*x^11 + (-32 / 33)*x^12 + (-18 / 1)*x^13 + (-85 / 98)*x^14  := []
(99 / 1)*x^0 + (7 / 34)*x^1 + (50 / 69)*x^2 + (11 / 5)*x^3 + (89 / 59)*x^4 + (-25 / 86)*x^5 + (-28 / 79)*x^6 + (-89 / 48)*x^7 + (-91 / 95)*x^8  := []
(-81 / 20)*x^0 + (9 / 1)*x^1 + (-25 / 13)*x^2 + (84 / 73)*x^3 + (19 / 40)*x^4 + (-41 / 1)*x^5 + (-50 / 1)*x^6 + (95 / 1)*x^7  := []
(50 / 1)*x^0 + (87 / 82)*x^1 + (38 / 1)*x^2 + (60 / 1)*x^3  := []
(3 / 47)*x^0 + (16 / 29)*x^1 + (-27 / 5)*x^2 + (28 / 29)*x^3 + (97 / 61)*x^4 + (32 / 91)*x^5 + (-80 / 1)*x^6 + (4 / 1)*x^7 + (33 / 1)*x^8 + (-29 / 14)*x^9 + (52 / 1)*x^10 + (-59 / 1)*x^11 + (-95 / 1)*x^12 + (13 / 5)*x^13 + (-8 / 25)*x^14 + (-5 / 19)*x^15 + (-43 / 76)*x^16 + (77 / 39)*x^17 + (-100 / 61)*x^18  := []
(100 / 1)*x^0 + (-23 / 36)*x^1 + (85 / 82)*x^2 + (-6 / 1)*x^3 + (-89 / 10)*x^4 + (28 / 1)*x^5  := []
(4 / 1)*x^0 + (4 / 71)*x^1 + (-1 / 7)*x^2 + (-90 / 1)*x^3 + (25 / 56)*x^4 + (5 / 16)*x^5 + (56 / 83)*x^6 + (47 / 27)*x^7 + (63 / 1)*x^8 + (15 / 1)*x^9 + (-12 / 1)*x^10 + (89 / 1)*x^11 + (1 / 18)*x^12 + (-34 / 1)*x^13 + (-58 / 1)*x^14 + (-100 / 1)*x^15  := []
(-17 / 39)*x^0 + (-99 / 1)*x^1 + (-17 / 12)*x^2 + (27 / 26)*x^3 + (-7 / 3)*x^4  := []
(-20 / 53)*x^0 + (-73 / 85)*x^1 + (-77 / 16)*x^2 + (7 / 20)*x^3 + (2 / 79)*x^4 + (-71 / 1)*x^5 + (-40 / 1)*x^6 + (53 / 1)*x^7 + (-6 / 1)*x^8 + (-28 / 1)*x^9  := []
(-32 / 21)*x^0 + (-1 / 1)*x^1 + (0 / 1)*x^2 + (22 / 1)*x^3 + (43 / 1)*x^4  := []
(-63 / 1)*x^0 + (76 / 1)*x^1 + (10 / 1)*x^2 + (43 / 6)*x^3 + (57 / 37)*x^4 + (-47 / 60)*x^5 + (-10 / 11)*x^6 + (-1 / 2)*x^7 + (-13 / 50)*x^8 + (-50 / 17)*x^9 + (5 / 1)*x^10 + (31 / 1)*x^11 + (-11 / 1)*x^12 + (-81 / 1)*x^13 + (57 / 11)*x^14 + (79 / 72)*x^15 + (46 / 61)*x^16 + (11 / 31)*x^17 + (53 / 60)*x^18  := []
(-64 / 45)*x^0 + (8 / 13)*x^1 + (-37 / 1)*x^2 + (-47 / 40)*x^3 + (-96 / 95)*x^4 + (36 / 1)*x^5  := []
(78 / 1)*x^0 + (37 / 1)*x^1 + (17 / 1)*x^2 + (-83 / 1)*x^3 + (34 / 1)*x^4 + (50 / 1)*x^5 + (-5 / 1)*x^6 + (18 / 1)*x^7 + (16 / 1)*x^8 + (-28 / 1)*x^9 + (72 / 1)*x^10 + (-99 / 1)*x^11 + (29 / 1)*x^12 + (-41 / 1)*x^13 + (91 / 1)*x^14  := []
(6 / 1)*x^0 + (-40 / 1)*x^1 + (-37 / 33)*x^2 + (7 / 4)*x^3 + (-30 / 37)*x^4 + (-1 / 1)*x^5 + (-16 / 1)*x^6 + (83 / 1)*x^7 + (-43 / 1)*x^8  := []
(83 / 1)*x^0 + (-85 / 8)*x^1 + (44 / 43)*x^2 + (35 / 1)*x^3 + (24 / 1)*x^4 + (-70 / 53)*x^5 + (25 / 59)*x^6 + (-57 / 97)*x^7 + (18 / 13)*x^8 + (53 / 1)*x^9 + (-88 / 1)*x^10 + (-12 / 73)*x^11 + (7 / 11)*x^12 + (99 / 1)*x^13 + (55 / 1)*x^14 + (-83 / 72)*x^15  := []
(-41 / 1)*x^0 + (-13 / 1)*x^1 + (32 / 1)*x^2 + (-1 / 12)*x^3 + (-48 / 1)*x^4 + (53 / 1)*x^5 + (-28 / 1)*x^6 + (31 / 64)*x^7 + (11 / 21)*x^8 + (-3 / 4)*x^9 + (-9 / 1)*x^10 + (-38 / 1)*x^11  := []
(-70 / 1)*x^0 + (24 / 1)*x^1 + (-21 / 1)*x^2 + (90 / 1)*x^3 + (38 / 1)*x^4 + (76 / 1)*x^5 + (10 / 1)*x^6 + (96 / 1)*x^7 + (48 / 1)*x^8 + (-81 / 1)*x^9 + (70 / 1)*x^10 + (-58 / 1)*x^11 + (60 / 1)*x^12 + (-93 / 1)*x^13 + (-96 / 1)*x^14 + (45 / 1)*x^15 + (25 / 1)*x^16 + (-75 / 1)*x^17  := []
(84 / 1)*x^0 + (-97 / 92)*x^1 + (89 / 70)*x^2 + (66 / 1)*x^3 + (-31 / 16)*x^4 + (-44 / 1)*x^5 + (-48 / 1)*x^6 + (29 / 1)*x^7 + (64 / 1)*x^8 + (27 / 5)*x^9 + (4 / 65)*x^10 + (26 / 11)*x^11 + (-79 / 1)*x^12 + (18 / 23)*x^13 + (27 / 61)*x^14 + (-15 / 1)*x^15 + (69 / 1)*x^16 + (-5 / 2)*x^17 + (-1 / 1)*x^18  := []
(-24 / 1)*x^0 + (-61 / 1)*x^1 + (-33 / 1)*x^2 + (-39 / 1)*x^3 + (-80 / 1)*x^4 + (95 / 1)*x^5 + (-40 / 1)*x^6 + (-91 / 1)*x^7 + (66 / 1)*x^8 + (-2 / 1)*x^9  := []
(-8 / 1)*x^0 + (44 / 1)*x^1 + (-20 / 1)*x^2 + (-6 / 1)*x^3 + (-99 / 1)*x^4 + (54 / 1)*x^5 + (-86 / 1)*x^6 + (-6 / 1)*x^7 + (-6 / 1)*x^8 + (55 / 1)*x^9 + (-77 / 1)*x^10 + (98 / 1)*x^11 + (56 / 1)*x^12  := []
(-78 / 1)*x^0 + (-55 / 1)*x^1 + (-89 / 1)*x^2  := ((-0.30898876404494385-0.8837026864709648j), (-0.3089887640449438+0.8837026864709648j))
(-39 / 14)*x^0 + (31 / 1)*x^1 + (53 / 1)*x^2 + (-65 / 1)*x^3 + (-24 / 1)*x^4 + (3 / 5)*x^5  := []
(91 / 1)*x^0 + (-24 / 1)*x^1 + (-33 / 1)*x^2 + (3 / 1)*x^3 + (38 / 1)*x^4 + (-68 / 1)*x^5 + (-87 / 1)*x^6 + (-74 / 1)*x^7 + (46 / 1)*x^8 + (-19 / 1)*x^9 + (36 / 1)*x^10 + (-7 / 1)*x^11 + (-47 / 1)*x^12 + (31 / 1)*x^13 + (13 / 1)*x^14 + (-46 / 1)*x^15  := []
(-44 / 1)*x^0 + (-47 / 90)*x^1 + (-18 / 1)*x^2 + (-69 / 1)*x^3 + (46 / 95)*x^4 + (99 / 61)*x^5 + (-24 / 1)*x^6 + (-61 / 1)*x^7 + (47 / 1)*x^8 + (50 / 1)*x^9 + (25 / 1)*x^10 + (-93 / 1)*x^11 + (-75 / 1)*x^12 + (55 / 41)*x^13 + (-35 / 1)*x^14 + (80 / 69)*x^15 + (-9 / 49)*x^16 + (23 / 37)*x^17 + (-51 / 1)*x^18  := []
(43 / 1)*x^0 + (14 / 1)*x^1 + (40 / 1)*x^2 + (-52 / 1)*x^3 + (-90 / 1)*x^4 + (42 / 1)*x^5 + (-61 / 1)*x^6  := []
(-23 / 18)*x^0 + (25 / 39)*x^1 + (10 / 1)*x^2 + (41 / 98)*x^3  := []
(-6 / 1)*x^0 + (-14 / 1)*x^1 + (32 / 1)*x^2 + (24 / 1)*x^3 + (51 / 1)*x^4 + (-38 / 1)*x^5 + (53 / 1)*x^6 + (-29 / 1)*x^7 + (-22 / 1)*x^8  := []
(80 / 19)*x^0 + (-10 / 1)*x^1 + (-2 / 85)*x^2 + (84 / 1)*x^3 + (-54 / 1)*x^4  := []
(-46 / 1)*x^0 + (2 / 3)*x^1 + (-15 / 29)*x^2 + (1 / 1)*x^3 + (80 / 1)*x^4 + (-25 / 1)*x^5  := []
(17 / 13)*x^0 + (3 / 2)*x^1 + (-100 / 51)*x^2 + (-68 / 15)*x^3 + (45 / 53)*x^4 + (50 / 1)*x^5 + (-83 / 1)*x^6 + (42 / 85)*x^7 + (68 / 1)*x^8 + (-3 / 8)*x^9 + (-3 / 4)*x^10 + (-3 / 47)*x^11 + (1 / 1)*x^12 + (-67 / 1)*x^13 + (-36 / 1)*x^14 + (-41 / 29)*x^15 + (-35 / 1)*x^16 + (-12 / 1)*x^17 + (98 / 1)*x^18  := []
(47 / 74)*x^0 + (75 / 82)*x^1 + (1 / 46)*x^2 + (19 / 18)*x^3 + (-42 / 41)*x^4 + (-82 / 1)*x^5 + (-14 / 1)*x^6 + (1 / 47)*x^7  := []
(-18 / 17)*x^0 + (23 / 1)*x^1 + (-87 / 1)*x^2 + (-77 / 12)*x^3 + (-82 / 7)*x^4 + (35 / 1)*x^5 + (-33 / 1)*x^6 + (64 / 1)*x^7 + (-94 / 5)*x^8 + (-30 / 1)*x^9 + (-54 / 1)*x^10 + (-29 / 20)*x^11 + (-78 / 1)*x^12  := []
(43 / 75)*x^0 + (19 / 6)*x^1 + (-73 / 1)*x^2 + (-31 / 96)*x^3 + (88 / 1)*x^4 + (-97 / 100)*x^5 + (-80 / 19)*x^6  := []
(57 / 73)*x^0 + (-44 / 1)*x^1 + (1 / 7)*x^2 + (31 / 28)*x^3 + (-71 / 3)*x^4 + (94 / 87)*x^5 + (-65 / 1)*x^6 + (-3 / 1)*x^7 + (78 / 1)*x^8 + (25 / 36)*x^9 + (78 / 73)*x^10 + (-1 / 1)*x^11 + (19 / 56)*x^12 + (95 / 49)*x^13 + (5 / 13)*x^14 + (-83 / 8)*x^15 + (-15 / 14)*x^16  := []
(-6 / 25)*x^0 + (35 / 37)*x^1 + (-33 / 31)*x^2 + (-49 / 83)*x^3 + (76 / 7)*x^4 + (-22 / 17)*x^5 + (-85 / 29)*x^6 + (98 / 1)*x^7 + (-7 / 47)*x^8 + (-6 / 1)*x^9 + (-66 / 1)*x^10 + (85 / 44)*x^11 + (9 / 20)*x^12 + (44 / 1)*x^13 + (3 / 10)*x^14  := []
(46 / 1)*x^0 + (-37 / 1)*x^1 + (90 / 1)*x^2  := ((0.2055555555555556+0.6847320824171729j), (0.20555555555555552-0.6847320824171729j))
(20 / 67)*x^0  := Degree of the polynomial == 0, thus no roots.
(88 / 79)*x^0 + (58 / 15)*x^1 + (-57 / 1)*x^2 + (12 / 1)*x^3 + (41 / 1)*x^4 + (81 / 1)*x^5 + (26 / 1)*x^6 + (-16 / 91)*x^7 + (38 / 1)*x^8 + (-23 / 13)*x^9 + (11 / 21)*x^10  := []
(22 / 1)*x^0 + (-82 / 1)*x^1 + (13 / 1)*x^2 + (9 / 5)*x^3 + (25 / 1)*x^4 + (-25 / 56)*x^5 + (46 / 1)*x^6 + (-99 / 70)*x^7 + (-54 / 1)*x^8 + (-92 / 1)*x^9 + (-3 / 1)*x^10 + (-31 / 1)*x^11 + (1 / 28)*x^12 + (1 / 1)*x^13 + (41 / 1)*x^14 + (63 / 1)*x^15 + (10 / 1)*x^16 + (-87 / 4)*x^17  := []
(32 / 1)*x^0 + (-23 / 1)*x^1 + (75 / 29)*x^2  := (7.1668709073646175, 1.7264624259687167)
(3 / 1)*x^0 + (-26 / 9)*x^1 + (90 / 77)*x^2 + (1 / 1)*x^3 + (80 / 1)*x^4 + (40 / 23)*x^5 + (7 / 85)*x^6 + (-15 / 22)*x^7 + (-86 / 1)*x^8 + (91 / 1)*x^9  := []
(51 / 1)*x^0 + (-96 / 1)*x^1 + (47 / 92)*x^2 + (-42 / 1)*x^3 + (48 / 1)*x^4 + (-15 / 19)*x^5 + (58 / 1)*x^6 + (35 / 11)*x^7 + (-49 / 79)*x^8 + (-72 / 1)*x^9 + (20 / 17)*x^10 + (-82 / 77)*x^11 + (1 / 1)*x^12  := []
(10 / 1)*x^0 + (-89 / 6)*x^1 + (-14 / 1)*x^2 + (25 / 13)*x^3 + (-89 / 1)*x^4 + (91 / 68)*x^5 + (-5 / 1)*x^6  := []
(-55 / 1)*x^0 + (28 / 25)*x^1 + (-82 / 1)*x^2 + (48 / 1)*x^3 + (-1 / 82)*x^4 + (48 / 67)*x^5 + (39 / 1)*x^6  := []
(-81 / 1)*x^0 + (16 / 3)*x^1 + (-49 / 1)*x^2 + (78 / 1)*x^3 + (-27 / 28)*x^4 + (43 / 78)*x^5 + (11 / 90)*x^6 + (-5 / 1)*x^7  := []
(3 / 20)*x^0 + (32 / 1)*x^1 + (-7 / 3)*x^2 + (83 / 1)*x^3  := []
(22 / 1)*x^0 + (56 / 1)*x^1 + (74 / 1)*x^2 + (-4 / 1)*x^3 + (29 / 1)*x^4 + (-17 / 1)*x^5 + (-2 / 1)*x^6 + (72 / 1)*x^7 + (13 / 1)*x^8  := []
(-29 / 1)*x^0 + (17 / 1)*x^1 + (42 / 1)*x^2 + (-3 / 1)*x^3 + (6 / 1)*x^4 + (30 / 1)*x^5 + (-62 / 1)*x^6 + (-57 / 1)*x^7 + (45 / 1)*x^8 + (90 / 1)*x^9 + (81 / 1)*x^10 + (-80 / 1)*x^11 + (-22 / 1)*x^12 + (-48 / 1)*x^13 + (-55 / 1)*x^14 + (93 / 1)*x^15 + (-51 / 1)*x^16 + (-37 / 1)*x^17 + (72 / 1)*x^18 + (-68 / 1)*x^19  := []
(26 / 1)*x^0 + (-1 / 5)*x^1 + (32 / 1)*x^2 + (-29 / 2)*x^3 + (-81 / 97)*x^4 + (75 / 68)*x^5 + (-21 / 29)*x^6 + (-63 / 1)*x^7 + (-51 / 43)*x^8 + (41 / 17)*x^9 + (-30 / 29)*x^10  := []
(-22 / 1)*x^0 + (5 / 4)*x^1 + (56 / 1)*x^2 + (-57 / 13)*x^3 + (69 / 1)*x^4 + (-64 / 1)*x^5 + (75 / 1)*x^6 + (78 / 1)*x^7 + (87 / 1)*x^8 + (38 / 1)*x^9 + (73 / 1)*x^10 + (-69 / 59)*x^11  := []
(70 / 59)*x^0 + (-19 / 56)*x^1 + (-31 / 27)*x^2 + (58 / 69)*x^3 + (-6 / 31)*x^4 + (53 / 72)*x^5 + (76 / 1)*x^6 + (-59 / 1)*x^7 + (98 / 1)*x^8 + (2 / 23)*x^9  := []
(-5 / 2)*x^0 + (-39 / 1)*x^1 + (-47 / 72)*x^2 + (18 / 25)*x^3 + (-10 / 43)*x^4 + (14 / 3)*x^5  := []
(88 / 1)*x^0 + (-81 / 1)*x^1  := 88 / 81
(-37 / 9)*x^0 + (77 / 1)*x^1 + (-32 / 1)*x^2 + (-13 / 34)*x^3 + (50 / 1)*x^4 + (-3 / 4)*x^5 + (43 / 49)*x^6 + (-69 / 1)*x^7 + (-53 / 1)*x^8 + (60 / 1)*x^9 + (-15 / 28)*x^10 + (7 / 8)*x^11 + (87 / 40)*x^12 + (62 / 21)*x^13 + (5 / 1)*x^14 + (52 / 1)*x^15  := []
(7 / 1)*x^0 + (-87 / 1)*x^1 + (43 / 1)*x^2 + (96 / 1)*x^3 + (-31 / 25)*x^4 + (97 / 1)*x^5 + (69 / 10)*x^6 + (-52 / 11)*x^7 + (-93 / 1)*x^8 + (43 / 73)*x^9 + (-34 / 1)*x^10  := []
(44 / 93)*x^0 + (-68 / 25)*x^1 + (86 / 1)*x^2  := ((0.0158139534883721+0.07246581413952073j), (0.015813953488372088-0.07246581413952073j))
(37 / 1)*x^0 + (33 / 1)*x^1 + (16 / 5)*x^2 + (66 / 1)*x^3 + (-11 / 1)*x^4  := []
(67 / 82)*x^0 + (-8 / 85)*x^1 + (-21 / 11)*x^2 + (20 / 1)*x^3 + (7 / 4)*x^4 + (67 / 1)*x^5 + (-93 / 44)*x^6 + (39 / 1)*x^7 + (57 / 1)*x^8 + (21 / 4)*x^9 + (75 / 1)*x^10 + (100 / 1)*x^11 + (-88 / 57)*x^12 + (21 / 16)*x^13 + (65 / 98)*x^14 + (61 / 1)*x^15 + (-58 / 5)*x^16 + (-87 / 1)*x^17 + (93 / 1)*x^18 + (-9 / 2)*x^19  := []
(31 / 1)*x^0  := Degree of the polynomial == 0, thus no roots.
(96 / 1)*x^0 + (91 / 92)*x^1 + (33 / 37)*x^2 + (17 / 1)*x^3 + (10 / 1)*x^4 + (-6 / 35)*x^5 + (-16 / 1)*x^6 + (68 / 1)*x^7 + (-19 / 1)*x^8 + (-37 / 1)*x^9 + (-82 / 51)*x^10 + (18 / 1)*x^11 + (10 / 27)*x^12 + (3 / 16)*x^13 + (-60 / 1)*x^14 + (-73 / 1)*x^15  := []
(1 / 1)*x^0 + (-33 / 1)*x^1 + (24 / 19)*x^2 + (54 / 1)*x^3 + (89 / 1)*x^4 + (16 / 1)*x^5 + (-10 / 23)*x^6 + (-50 / 3)*x^7 + (83 / 1)*x^8 + (19 / 1)*x^9 + (25 / 6)*x^10  := []
(-5 / 1)*x^0 + (-90 / 1)*x^1 + (12 / 1)*x^2 + (27 / 76)*x^3 + (68 / 1)*x^4 + (31 / 22)*x^5 + (-34 / 1)*x^6 + (-11 / 1)*x^7 + (76 / 1)*x^8 + (22 / 1)*x^9 + (87 / 1)*x^10 + (-81 / 1)*x^11 + (-16 / 29)*x^12  := []
(-17 / 7)*x^0  := Degree of the polynomial == 0, thus no roots.
(-69 / 1)*x^0 + (-19 / 1)*x^1 + (12 / 1)*x^2 + (49 / 1)*x^3 + (-11 / 1)*x^4 + (-83 / 1)*x^5 + (42 / 1)*x^6 + (-91 / 1)*x^7 + (-85 / 1)*x^8 + (78 / 1)*x^9 + (58 / 1)*x^10 + (0 / 1)*x^11 + (53 / 1)*x^12 + (18 / 1)*x^13 + (43 / 1)*x^14 + (-16 / 1)*x^15 + (-30 / 1)*x^16 + (28 / 1)*x^17 + (27 / 1)*x^18  := []
(-76 / 1)*x^0 + (94 / 1)*x^1 + (-1 / 4)*x^2 + (-8 / 1)*x^3 + (-49 / 36)*x^4 + (-83 / 62)*x^5 + (-23 / 6)*x^6 + (11 / 1)*x^7 + (9 / 1)*x^8 + (-3 / 1)*x^9 + (-73 / 39)*x^10 + (0 / 1)*x^11 + (-2 / 1)*x^12 + (-91 / 1)*x^13 + (79 / 49)*x^14 + (-37 / 1)*x^15 + (66 / 1)*x^16 + (-94 / 1)*x^17 + (78 / 1)*x^18  := []
(-70 / 1)*x^0 + (-46 / 89)*x^1 + (78 / 7)*x^2 + (42 / 73)*x^3 + (-11 / 1)*x^4 + (-46 / 1)*x^5 + (-20 / 1)*x^6 + (-40 / 1)*x^7 + (-13 / 1)*x^8 + (59 / 1)*x^9 + (-35 / 87)*x^10 + (-77 / 80)*x^11 + (-14 / 55)*x^12 + (-19 / 8)*x^13 + (-6 / 11)*x^14 + (27 / 50)*x^15 + (-60 / 1)*x^16 + (-46 / 39)*x^17 + (-80 / 1)*x^18 + (-84 / 1)*x^19  := []
(23 / 29)*x^0  := Degree of the polynomial == 0, thus no roots.
(68 / 1)*x^0 + (30 / 1)*x^1 + (-96 / 1)*x^2 + (8 / 1)*x^3 + (55 / 1)*x^4 + (66 / 1)*x^5 + (67 / 1)*x^6  := []
(51 / 11)*x^0 + (49 / 4)*x^1 + (32 / 7)*x^2 + (-48 / 1)*x^3  := []
(-21 / 11)*x^0 + (-63 / 1)*x^1 + (-20 / 93)*x^2 + (-1 / 1)*x^3 + (47 / 1)*x^4 + (-31 / 1)*x^5  := []
(9 / 17)*x^0 + (88 / 1)*x^1 + (52 / 1)*x^2 + (94 / 1)*x^3 + (25 / 3)*x^4 + (-46 / 1)*x^5 + (-35 / 1)*x^6 + (-69 / 1)*x^7 + (77 / 1)*x^8 + (32 / 1)*x^9 + (80 / 1)*x^10 + (-82 / 21)*x^11 + (-12 / 1)*x^12 + (93 / 1)*x^13 + (13 / 30)*x^14 + (99 / 1)*x^15 + (-9 / 95)*x^16 + (-47 / 2)*x^17  := []
(-41 / 65)*x^0 + (29 / 1)*x^1 + (5 / 33)*x^2 + (91 / 1)*x^3  := []
(-99 / 1)*x^0 + (12 / 1)*x^1  := 33 / 4
(16 / 17)*x^0 + (-93 / 1)*x^1  := 16 / 1581
(-30 / 7)*x^0 + (13 / 1)*x^1 + (-47 / 1)*x^2 + (33 / 1)*x^3 + (-69 / 1)*x^4 + (90 / 1)*x^5 + (-43 / 1)*x^6 + (4 / 17)*x^7  := []
(0 / 1)*x^0 + (-96 / 1)*x^1  := 0 / 1
(-37 / 49)*x^0 + (7 / 19)*x^1 + (-7 / 11)*x^2  := ((0.28947368421052627-1.0501399465939687j), (0.2894736842105263+1.0501399465939687j))
(100 / 1)*x^0 + (-97 / 1)*x^1 + (-34 / 1)*x^2 + (-46 / 1)*x^3 + (-31 / 1)*x^4 + (38 / 1)*x^5 + (73 / 1)*x^6 + (-6 / 19)*x^7 + (-31 / 1)*x^8 + (-74 / 1)*x^9 + (-82 / 1)*x^10 + (76 / 1)*x^11 + (72 / 1)*x^12 + (77 / 1)*x^13 + (19 / 1)*x^14 + (2 / 63)*x^15 + (-33 / 10)*x^16 + (6 / 1)*x^17  := []
(25 / 22)*x^0 + (-60 / 1)*x^1 + (85 / 69)*x^2 + (76 / 25)*x^3 + (45 / 88)*x^4 + (-5 / 47)*x^5 + (11 / 23)*x^6 + (-22 / 1)*x^7 + (86 / 85)*x^8 + (-36 / 1)*x^9 + (-37 / 31)*x^10 + (-99 / 1)*x^11 + (-33 / 82)*x^12 + (27 / 68)*x^13 + (15 / 8)*x^14 + (-92 / 99)*x^15 + (37 / 1)*x^16 + (-1 / 75)*x^17 + (17 / 4)*x^18  := []
(-41 / 1)*x^0 + (75 / 1)*x^1 + (-26 / 9)*x^2 + (76 / 1)*x^3 + (-32 / 1)*x^4 + (73 / 39)*x^5 + (-65 / 1)*x^6 + (-41 / 60)*x^7  := []
(-29 / 70)*x^0 + (-1 / 1)*x^1 + (89 / 1)*x^2 + (-29 / 45)*x^3 + (-57 / 1)*x^4 + (-73 / 1)*x^5 + (-4 / 35)*x^6 + (-100 / 31)*x^7 + (-16 / 37)*x^8 + (99 / 91)*x^9 + (50 / 1)*x^10  := []
(-77 / 1)*x^0 + (48 / 1)*x^1 + (76 / 1)*x^2 + (-79 / 1)*x^3 + (-32 / 1)*x^4  := []
(42 / 1)*x^0 + (-21 / 97)*x^1 + (-18 / 1)*x^2 + (21 / 31)*x^3 + (-64 / 1)*x^4 + (9 / 29)*x^5 + (63 / 1)*x^6 + (-6 / 7)*x^7 + (-6 / 1)*x^8 + (-61 / 94)*x^9 + (65 / 93)*x^10 + (18 / 25)*x^11 + (-47 / 87)*x^12 + (52 / 67)*x^13 + (19 / 55)*x^14 + (-35 / 41)*x^15 + (-55 / 69)*x^16  := []
